No,Text
9125,"RT @CardenalJubany: It seems to be written for us Catalans, Mr. .@POTUS 
(on celebrating 25th years of Estonia's indep) https://t.co/S4WFrS"
9126,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:
9127,"Yes, harassed and then some. And the follow-up is what, Ace? @KilloughCNN @realDonaldTrump @HillaryClinton #NeverHillary #TrumpPence16"
9128,RT @MrsMissyMom: @kusk1111 Please give examples of his racism....@ShaunTrickdYall @MarlonDMarshall @HillaryClinton https://t.co/gbBuBVvMPN
9129,"RT @iamgavinjames: Based off of this very poll, @HillaryClinton is unfit to be #POTUS! She lacks the integrity our country deserves! https:"
9130,RT @mavros35169: @ruhicuhadaroglu @HillaryClinton @billclinton @888Scott @WideAwake35 @Bhavna_Sa Hillarys got SHARIA CLOWN POLICE WALKING A
9131,"RT @steve0423: @HillaryClinton whining about the leaks she just can't seem to stop!!
#CrookedHillary #HillaryLeaks 
#tcot #ccot https://t.c"
9132,RT @causticbob: who ya gonna call? @HillaryClinton! https://t.co/GOfpUPTsY9
9133,@bfraser747 @HillaryClinton @georgesoros And don't forget this demon... https://t.co/OrIEiIKatn
9134,"RT @bfraser747:  BREAKING NEWS  

Nobody is buying it anymore Lying' @HillaryClinton &amp; why should they? 
#Trump2016 #MAGA  https:"
9135,@HillaryClinton never forget Aesop's the tortoise and the hare.
9136,RT @Soapfangh50: If H gets even the slightest bit offended or she thinks u r not following her ORDERS.. Well u get a black or u  https:/
9137,"@hateful_heretic @HillaryClinton 

Can someone explain the concept of ""nigger rich"" to the Hildebeest?"
9138,"@HillaryClinton @helen_maroulis Awesome! Warmest Congrats, Helen! #USA have been sublime in Rio!"
9139,"RT @bfraser747:  #ClintonCrimeFoundation

Your promises not receiving foreign donations mean nothing.Stop them now @HillaryClinton https:"
9140,RT @angelicfunk1: It takes a special grace from above &amp; supernatural strength to endure what @HillaryClinton goes thru. She has my vote &amp; p
9141,@CGBPosts @HillaryClinton @SarahKSilverman i guess so LoL https://t.co/nEFQQwV4Zg
9142,"RT @WorldForBernie: Right to FOOD, HEALTHCARE, HOUSING, EDUCATION &amp; SUBSIDIES- Even Libya had it before @HillaryClinton killed Gaddafi
#Tra"
9143,RT @alexonthebayou: What say you @HillaryClinton? @seanhannity @lightlady @MBjorklund1963 @Reince @GeneMcVay @SharonMcCutchan @AllenWest ht
9144,RT @1307th: @ViewFrom14thFlr @dimplasm @davidpsdem @TheDemocrats @FlipItDem @HillaryClinton VOTE REPUBS OUT FOR  A BETTER USA
9145,@vigtar1 @pereira_ariela @theblaze @HillaryClinton So now you're comparing LA Times with Fox News?
9146,@FoxNews @HillaryClinton @realDonaldTrump looks like it's going to be a landslide.
9147,@HillaryClinton you will not be able to create job of 10 million in your first term.  If anything there will be a depression.
9148,"@FoxNews @HillaryClinton @realDonaldTrump my granddad will be voting for Hillary.   Sorry to say, he's dead, but he's still voting."
9149,RT @thetruthscoop: What really is wrong with @HillaryClinton? It'd be nice to know. https://t.co/0u9UdUNGRm https://t.co/d5f3jntoTB
9150,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:
9151,@HillaryClinton What's your favorite condiment?
9152,"@HillaryClinton 
The more you have your liberal dog shit attack Trump supporters the more we want him more."
9153,RT @thinktankteamtv: Can't you see Fethullah Gulen has his finger in the attempted coup? @HillaryClinton #TransformAmericaIn5Words https://
9154,RT @Specneedsmom4: Vote @HillaryClinton November 8th #TransformAmericaIn5Words #GOTV #CA #StrongerTogether #UniteBlue #ImWithHer  https:/
9155,@FoxNews @HillaryClinton @realDonaldTrump I lied when they called me because when U let them know you R a Trump supporter they hang up on U
9156,"RT @USACitizen111: @MichaelRWest1 @nick_ingrassi @CNN @AP @HillaryClinton @jdforward @washingtonpost @JewishChron @Reuters @ABC 

Share htt"
9157,"There is no reason a female can't be elected, just not this one.  https://t.co/WVZmRUPySm"
9158,"RT @Timmbarton123T: @VoteHillary2016 @deejay90192 @HillaryClinton @realDonaldTrump @QuinnipiacPoll @FoxNews 

THIS IS WHY ... https://t.co/"
9159,"@HillaryClinton two disgusting dictators that need mental help! Lol 
#nevertrump"
9160,@ForHillary @HillaryClinton  what dems and Hillary really thinks about the Latino people https://t.co/jWYdjdYonw
9161,"RT @bfraser747:  #ClintonCrimeFamily 

If @realDonaldTrump offends you may get feelings hurt.If you offend @HillaryClinton DEATH  https:"
9162,@USACitizen111 @nick_ingrassi @CNN @AP @HillaryClinton gladly!@jdforward @washingtonpost @JewishChron @Reuters @ABC
9163,@HillaryClinton Why do you want to be president?
9164,@nitroxnut @FoxNews @HillaryClinton who care ... who you the apprentice to.. thats your dream to fire people u moron.. get out with ur hate.
9165,#CorruptDemocrats Hillary for Prison! https://t.co/3Z59fzxWlz
9166,RT @WDFx2EU5: NORTH CAROLINA: Historic Black church says Supporting @HillaryClinton is like being with an abusive ex-spouse https://t.co/
9167,Judge #finally ORDERS #NotAboveTheLaw @HillaryClinton #answer #WrittenQuestions about #EmailUse @ABC https://t.co/yhp6PSkzDn @JudicialWatch
9168,@HillaryClinton @POTUS @cnn will continue to put our lives in danger.A Pres that will keep us safe @realDonaldTrump  https://t.co/qeUrcF41Ls
9169,@QuevefoH @HillaryClinton GROVEL ED?? R U INSANE THAT BITCH IS A THEIF LIAR SCUMBAG
9170,RT @NeilTurner_: @HillaryClinton Scandal after scandal after scandal after scandal. It never ends. https://t.co/QdFpDhTuK6
9171,@HillaryClinton I agree! Today's young are awesome!
9172,RT @FiraghAltamash: Leaders Can you Sleep with this Sights @BarackObama @PutinRF_Eng @HillaryClinton @JustinTrudeau @Amnesty @CNN  https://
9173,Trumps tax plan could give his own family a $4 billion tax break. Here's... https://t.co/KOdXBOKMee by @HillaryClinton via @c0nvey
9174,@HillaryClinton shallow propaganda.  People are smarter than you give them credit for.
9175,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:
9176,Trumps tax plan could give his own family a $4 billion tax break. Here's... https://t.co/SdQo70XDRk by @HillaryClinton via @c0nvey
9177,RT @truth_trumpet: This is a preview of what a @HillaryClinton vs. @realDonaldTrump debate will look like. Facts and calm vs. Bluster. http
9178,RT @Ziplok_: My song Crooked Hitlary is at 156 likes and 5 dislikes not bad huh! Help me out on here - https://t.co/W7kPayDERW @HillaryClin
9179,"RT @nyawkino: All @HillaryClinton has to do is hint she would consider Cornell West for the SCOTUS, Garland would get appointed https://t.c"
9180,"@HillaryClinton @billclinton 
GROSS https://t.co/9UgIpqWY2Z"
9181,RT @KatrinalWhite04: @HillaryClinton Vows 2 Shut Down Alternative Media - Another Attack On The First Amendment #JillNotHill #ImWithJill  h
9182,RT @TrumpStudents: New endorsement for .@HillaryClinton https://t.co/7qBwmET2Pv
9183,Trumps tax plan could give his own family a $4 billion tax break. Here's... https://t.co/0LVCfRlsG5 by @HillaryClinton via @c0nvey
9184,CROOKED @HillaryClinton gets hackt. the work of Russian-backed cyber militias | Fox News |  https://t.co/YJzxqgSgQH @dejaxsun @ATFExpress
9185,"RT @pksjones1: What would I lose if I supported D. Trump, well first off, my MIND. https://t.co/WSsiQUrnqA"
9186,"RT @need4trth: @HillaryClinton would have us bend the knee n' call her , ""Your Grace"" https://t.co/sU7mDX4qml #NeverHillaryOrTrump https://"
9187,@HillaryClinton i got a steam code sniper elite 3 if you want one?
9188,"RT @HillaryforMI: Whatever you're fighting for, @HillaryClinton is standing with you. Get involved now: https://t.co/B4yhbuk8rE https://t.c"
9189,@HillaryClinton forced to work in the salt mines.  Waters' World Fox @FoxNews https://t.co/0ViZ7u2dCn
9190,That's an #Awful lot of #Coughing for someone who is #Healthy maybe @HillaryClinton does have #Parkinsons . https://t.co/4UzOwHGXfd
9191,RT @MrsMissyMom: @kusk1111 Please give examples of his racism....@ShaunTrickdYall @MarlonDMarshall @HillaryClinton https://t.co/gbBuBVvMPN
9192,@HillaryClinton IF he even had much in his theoretical wallet.
9193,@HillaryClinton Ignorant and insulting.
9194,RT @NadelParis: THIS is what people of Louisiana need!-toys!? #clueless #Narcisse #NeverTrump #RepublicansForHillary @HillaryClinton https:
9195,"RT @iAmFreedomMan: Dear @HillaryClinton #DNCommies ""Every move Umake, every step U take, EYE'll B watchingU!""&lt;3 https://t.co/iOsXfLEYdk htt"
9196,"Ever, ever, ever!!!!! https://t.co/hhsYrZHnNZ"
9197,"RT @BruceBourgoine: ""I've been a Republican since 1980 but Im voting for @HillaryClinton""
#GOP #UniteBlue #p2 #mepolitics https://t.co/CId"
9198,"@HillaryClinton  Get off the couch and go "" try"" to satisfy ""birthday Bill""....obviously you never have before"
9199,@FoxNews @RealBenCarson @realDonaldTrump @HillaryClinton good discussion @kimguilfoyle 
9200,"@BarackObama @HillaryClinton and everyone else ..! Imagine this being your son or grandson.... 
#OmranDaqneesh https://t.co/jN8uWugFgZ"
9201,RT @politico: Defection watch continues: Former Romney finance chairman endorses @HillaryClinton https://t.co/eohx28DLHm | Getty https://t.
9202,"RT @FoxNews: Trump: ""In a Trump Administration, the @StateDept will work for the country, not for @HillaryClinton's donors."" https://t.co/p"
9203,"@SocialiteNation @HillaryClinton @sahilkapur 
*you're"
9204,"@T_Callanan @EricTrump @ericbolling @CarmineZozzora 
youre mistaking Trump for @HillaryClinton 
hilly is the one that doesnt use her own $$"
9205,"RT @Our4thEstate: Simple Answer @sahilkapur: 

EVERYTHING the descendants of SLAVES have struggled 376 YEARS to achieve. 

cc @POTUS @FLOTU"
9206,@KaraCalavera @Vitalum_Vitalis @HillaryClinton @billclinton better than me .. 7 here .. single now long time
9207,"@bfraser747 @lhuffman34 @realDonaldTrump @HillaryClinton

I think she said that when

https://t.co/WJyW6hpIzY

This was going on

Trump"
9208,"RT @YoungRepubBlake: I'm in 6th grade, and even I know #BigGovSucks and #SocialismSucks.  @SenSanders and @HillaryClinton figure it out. ht"
9209,@HillaryClinton @sacca @sahilkapur let's call things as they are this is racism
9210,Fish rot from the head down. @HillaryClinton is corrupt &amp; so is the DNC.  It's time for real change @realDonaldTrump https://t.co/JGRToP8W1A
9211,"There is good reason  @HillaryClinton is thought to be untrustworthy, @RBReich - She lied as SoS about Clinton Fdn https://t.co/ayKMPnBX2e"
9212,"RT @seanhannity: .@KellyannePolls: ""[@HillaryClinton] wants to refer to them as 'our determined enemies.' [Trump] refers to them as 'terror"
9213,"RT @kharyp: WIRED Endorses Optimism, Endorses @HillaryClinton!

https://t.co/iHW0msVxT9

#ImWithHer #StrongerTogether https://t.co/EtbZUKak"
9214,U see this @HillaryClinton u god damn traitor  https://t.co/ved3vtaKWt
9215,@HillaryClinton only offensive thing is you being allowed to run after committing treason and murder.
9216,"@scrowder @HillaryClinton 
That was before the State Dept. had a non secure system for personal emails!"
9217,#IfMyHouseCouldTalk My TV would say please shut that bitch @HillaryClinton up now!
9218,RT @feterlp: They should treat her for being a pathological liar https://t.co/346Dzm1lhI
9219,AZ Governor: Calling @HillaryClinton 'Lying Killer' Just 'Stumble of the Tongue' https://t.co/pFus04CvyH via @crooksandliars &gt; #azpoli @GOP
9220,"RT @YoungRepubBlake: I'm in 6th grade, and even I know #BigGovSucks and #SocialismSucks.  @SenSanders and @HillaryClinton figure it out. ht"
9221,"RT @FoxNews: .@realDonaldTrump said rival @HillaryClinton is the ""defender of the status quo"" during a rally in #Michigan. https://t.co/zc8"
9222,@mayaharris_ @HillaryClinton @sahilkapur Trump is right.  Change is needed and he will deliver
9223,"RT @realNickDeSisto: While @HillaryClinton frames a black man for a crime she committed, @realDonaldTrump helps deliver supplies to those i"
9224,"RT @ali: Does the press wanna ask @HillaryClinton, #WheresHillary? Why's she taking off the campaign trail? Health? #LouisianaFlood is suff"
9225,RT @KaraCalavera: #WheresHillary I'd imagine that @HillaryClinton is celebrating @billclinton's 70th birthday. 7 decades is a BFD. https://
9226,RT @bob_grams: @TrotlineDesigns @stinnett_doug @tci92 @donaldbroom @HillaryClinton With her Weiner?
9227,@Granite_Hope @HillaryClinton @realDonaldTrump One last thing. I have donated. have you?
9228,RT @mericangirlz: .@HillaryClinton will work so hard for the American People. Like 3 days a month #HillarysHealth #WheresHillary https://t.
9229,"When the #trolling picks up, the tough donate to @HillaryClinton yet again. Join me! #StrongerTogether #ImWithHer https://t.co/HG6fCadCtK"
9230,"RT @realNickDeSisto: While @HillaryClinton frames a black man for a crime she committed, @realDonaldTrump helps deliver supplies to those i"
9231,"@HillaryClinton @sahilkapur has anyone seen his statues? I heard he posed for it. Really, he did, I seen it on web., or enquirer believe me."
9232,"RT @notalemming: 40,000 Americans displaced from the #LouisianaFlood &amp; what's @HillaryClinton's answer? 

60,000 more Syrian Refugees https"
9233,"@thinkprogress 
Democrat party to black Americans: You're being oppressed
@realDonaldTrump: I agree and can fix it
@HillaryClinton: Racist"
9234,"@HillaryClinton @rezaaslan @sahilkapur Hillary you're a liar.
You cannot be trusted.
You cannot be president."
9235,@HillaryClinton @billclinton -DID SEX-ADDICT BILL GET A SPECIAL 'PRESENT' FROM HIS ENRGIZER GIRL TODAY IN CHAPPAQUA? https://t.co/ZN6GD4QgDM
9236,@mayaharris_ @HillaryClinton @sahilkapur no words for your stupidity. Trump is right on this issue
9237,"It is very sad that any one would even consider voting for @HillaryClinton. Find don't like Trump OK. But, please! https://t.co/ZjUE1uPcCd"
9238,RT @PhxKen: Father of soldier killed in #Benghazi endorses @realDonaldTrump @HillaryClinton responsible for the death of my son https://t.c
9239,@jubster316 @Trump_Supporter @realDonaldTrump @POTUS @HillaryClinton Bill Clinton is HIV Positive!
9240,"@Fifty1stState @BenB388 @HillaryClinton @USATODAY She is a piece of shit lawyer first..oh wait-liar, criminal, murderer, fraud first then..."
9241,"RT @keeganleee: Exactly

#WheresHillary 
#TrumpPence16 
#NeverHillary  https://t.co/xRHb50zhbs"
9242,@FoxNews @realDonaldTrump @HillaryClinton You are the one who said you hired immigrants in Miami b/c Americans did not want the jobs!!
9243,RT @suthernboy100: @RealMTrombley @stejones_ellard This is what voting for @HillaryClinton gets fot the #LGBT community #WheresHillary http
9244,"@HillaryClinton @sahilkapur Boy Hilary, the truth hurts! The war on poverty, with democrats in charge, is a loser."
9245,@SamborskiWayne @CNNSitRoom @HillaryClinton Ok does DJT have a brain?
9246,Are you serious Eric? With all her years of corruption &amp; lies. Wow!! https://t.co/XPBz1Zapmp
9247,RT @blameocrats: #NeverHillary also said there would be no conflict of interest while Secretary of State. We know how that played out https
9248,@the_dol @BelkissObadia @HillaryClinton omg I love this  it's actually amazing
9249,RT @FoxNews: Jewelers' shocking note to @IvankaTrump: Money from your purchase will go to @HillaryClinton https://t.co/B78immeYX9 https://t
9250,@HillaryClinton What about $6B missing from #StateDept budget? What about US uranium going to Russia? What about sleeping through Benghazi?
9251,"RT @FoxNews: .@realDonaldTrump said rival @HillaryClinton is the ""defender of the status quo"" during a rally in #Michigan. https://t.co/zc8"
